farm_id,region,crop_type,soil_moisture_%,soil_pH,temperature_C,rainfall_mm,humidity_%,sunlight_hours,irrigation_type,fertilizer_type,pesticide_usage_ml,sowing_date,harvest_date,total_days,yield_kg_per_hectare,sensor_id,timestamp,latitude,longitude,NDVI_index,crop_disease_status,Water_Needed,Heat_Stress,Soil_Health,Water_Amount_Liters,Recommended_Fertilizer,Irrigation_Time,Rain_Impact,Farm_Efficiency
FARM01081,South USA,Wheat,35.25,6.17,17.94,274.79,83.56,6.72,,Organic,31.84,2024-01-24,2024-06-04,128.09,5472.31,SEN01081,2024-02-15 00:00:00,25.14,76.14,0.86,,1,Low,Average,10,Organic Compost,Afternoon,High,Good
FARM01082,North India,Rice,17.73,6.19,33.25,295.18,44.66,6.38,Drip,Mixed,11.61,2024-02-01,2024-05-08,93.84,5150.14,SEN01082,2024-02-15 01:00:00,30.79,88.89,0.33,,1,Medium,Poor,30,NPK,Evening,High,Average
FARM01083,South USA,Maize,22.3,6.74,17.9,178.04,85.67,6.91,,Organic,7.02,2024-03-09,2024-06-21,105.17,3981.17,SEN01083,2024-02-15 02:00:00,17.49,78.59,0.35,Moderate,1,Low,Poor,20,NPK,Afternoon,High,Average
FARM01084,East Africa,Cotton,11.17,6.39,25.08,260.11,83.8,4.39,Sprinkler,Organic,40.82,2024-01-14,2024-05-02,103.56,3376.89,SEN01084,2024-02-15 03:00:00,33.96,75.62,0.42,Mild,1,Low,Poor,30,NPK,Evening,High,Average
FARM01085,Central USA,Soybean,25.65,7.51,18.53,129.73,86.32,9.13,Manual,Mixed,13.9,2024-03-16,2024-07-04,103.91,3857.24,SEN01085,2024-02-15 04:00:00,33.14,86.06,0.48,,1,Low,Poor,20,NPK,Afternoon,High,Average
FARM01086,South USA,Rice,32.41,5.03,16.61,129.22,73.32,5.43,,Organic,32.7,2024-02-02,2024-05-03,89.05,2804.53,SEN01086,2024-02-15 05:00:00,14.39,87.46,0.81,Moderate,0,Low,Average,20,Lime+Organic,Afternoon,High,Average
FARM01087,East Africa,Soybean,33.67,5.73,28.95,98.18,66.52,10.33,Drip,Mixed,43.89,2024-01-01,2024-04-17,102.31,4992.69,SEN01087,2024-02-15 06:00:00,30.82,86.61,0.61,,1,Low,Average,20,Lime+Organic,Evening,High,Good
FARM01088,Central USA,Rice,43.44,6.89,30.57,55.92,80.2,7.34,Manual,Mixed,9.4,2024-01-16,2024-06-02,135.73,4265.67,SEN01088,2024-02-15 07:00:00,30.56,76.1,0.58,Mild,0,Low,Average,10,Organic Compost,Evening,High,Good
FARM01089,North India,Soybean,44.09,6.91,16.22,291.6,70.77,7.99,Drip,Inorganic,19.31,2024-03-02,2024-06-23,113.0,3613.54,SEN01089,2024-02-15 08:00:00,23.79,71.41,0.75,Mild,0,Low,Average,10,Organic Compost,Afternoon,High,Good
FARM01090,South USA,Cotton,26.4,7.14,27.89,127.73,55.56,7.66,Drip,Organic,22.2,2024-02-03,2024-06-13,138.14,5419.69,SEN01090,2024-02-15 09:00:00,25.7,79.83,0.54,,0,Low,Poor,20,Organic Compost,Evening,High,Good
FARM01091,Central USA,Wheat,17.62,5.93,16.65,260.67,47.91,2.96,,Mixed,32.05,2024-02-25,2024-05-30,97.63,2929.06,SEN01091,2024-02-15 10:00:00,12.49,82.43,0.78,,1,Low,Poor,30,Lime+Organic,Afternoon,High,Average
FARM01092,North India,Rice,26.75,7.46,28.56,94.77,76.3,6.6,Sprinkler,Mixed,32.74,2024-02-06,2024-06-21,136.87,4822.49,SEN01092,2024-02-15 11:00:00,24.66,71.27,0.57,Mild,1,Low,Poor,20,Organic Compost,Evening,High,Good
FARM01093,North India,Wheat,15.76,7.6,30.4,97.7,61.71,5.94,,Mixed,19.24,2024-01-25,2024-06-02,122.24,4337.53,SEN01093,2024-02-15 12:00:00,29.78,76.57,0.46,Moderate,1,Low,Poor,30,NPK,Evening,High,Average
FARM01094,North India,Wheat,15.74,6.48,32.38,208.66,84.4,7.68,Sprinkler,Mixed,43.61,2024-03-17,2024-07-29,124.89,4643.04,SEN01094,2024-02-15 13:00:00,20.93,84.59,0.65,Severe,1,Medium,Poor,30,Bio-Fertilizer,Evening,High,Average
FARM01095,South India,Soybean,45.58,6.77,23.24,253.0,84.53,4.7,Manual,Mixed,37.95,2024-03-01,2024-07-14,132.84,4734.17,SEN01095,2024-02-15 14:00:00,24.31,73.62,0.9,Severe,0,Low,Good,10,Bio-Fertilizer,Evening,High,Good
FARM01096,South USA,Wheat,36.65,5.98,23.2,114.97,66.76,7.67,Drip,Inorganic,34.95,2024-03-09,2024-06-08,94.51,2419.12,SEN01096,2024-02-15 15:00:00,30.85,81.43,0.86,Moderate,1,Low,Average,10,Lime+Organic,Evening,High,Average
FARM01097,East Africa,Soybean,34.5,5.94,20.42,99.63,82.16,8.91,Manual,Organic,34.27,2024-03-23,2024-07-20,128.05,4355.89,SEN01097,2024-02-15 16:00:00,31.58,81.13,0.53,Moderate,0,Low,Average,20,Lime+Organic,Evening,High,Average
FARM01098,South India,Cotton,32.05,7.25,16.39,169.56,46.12,8.84,Manual,Organic,46.41,2024-03-10,2024-07-31,144.27,2903.19,SEN01098,2024-02-15 17:00:00,17.3,71.12,0.4,,1,Low,Average,20,NPK,Afternoon,High,Average
FARM01099,North India,Maize,1.86,7.65,20.37,74.04,57.0,7.3,Manual,Inorganic,32.36,2024-03-04,2024-06-26,121.8,5712.0,SEN01099,2024-02-15 18:00:00,16.46,84.11,0.24,Mild,1,Low,Poor,30,NPK,Evening,High,Average
FARM01100,Central USA,Wheat,22.11,5.39,25.75,299.22,55.77,9.1,Sprinkler,Organic,18.79,2024-01-07,2024-04-26,105.58,3886.35,SEN01100,2024-02-15 19:00:00,25.52,76.15,0.63,Moderate,1,Low,Poor,20,Lime+Organic,Evening,High,Average
FARM01101,South India,Cotton,18.14,7.47,32.95,175.98,73.22,8.59,Manual,Inorganic,31.24,2024-03-02,2024-06-25,116.03,2279.84,SEN01101,2024-02-15 20:00:00,11.62,85.79,0.56,,1,Medium,Poor,30,Organic Compost,Evening,High,Average
FARM01102,East Africa,Soybean,7.72,7.09,18.9,74.56,76.05,8.11,Drip,Mixed,51.89,2024-02-11,2024-06-02,104.75,2972.59,SEN01102,2024-02-15 21:00:00,16.85,88.97,0.65,Mild,1,Low,Poor,30,Organic Compost,Afternoon,High,Average
FARM01103,East Africa,Maize,7.89,5.94,21.97,243.08,62.16,7.02,Sprinkler,Inorganic,51.78,2024-02-25,2024-06-17,109.98,5250.29,SEN01103,2024-02-15 22:00:00,13.03,83.61,0.62,,1,Low,Poor,30,Lime+Organic,Evening,High,Average
FARM01104,East Africa,Rice,29.82,6.07,20.38,218.58,68.64,10.52,,Organic,19.09,2024-03-24,2024-07-07,111.03,5936.34,SEN01104,2024-02-15 23:00:00,16.96,85.1,0.62,Mild,1,Low,Poor,20,Organic Compost,Evening,High,Good
FARM01105,Central USA,Rice,23.12,5.96,26.09,219.51,49.31,7.25,Drip,Organic,18.42,2024-02-12,2024-06-05,111.5,5774.75,SEN01105,2024-02-16 00:00:00,33.16,87.08,0.64,Severe,1,Low,Poor,20,Lime+Organic,Evening,High,Good
FARM01106,East Africa,Maize,30.32,6.07,28.83,184.15,52.53,5.65,Drip,Mixed,31.71,2024-03-19,2024-06-26,94.84,2852.51,SEN01106,2024-02-16 01:00:00,27.8,82.12,0.82,,0,Low,Average,20,Organic Compost,Evening,High,Average
FARM01107,North India,Cotton,21.47,6.45,17.42,59.42,45.71,6.56,,Mixed,42.62,2024-03-28,2024-07-02,90.94,5631.32,SEN01107,2024-02-16 02:00:00,15.58,88.12,0.8,Severe,1,Low,Poor,20,Bio-Fertilizer,Afternoon,High,Good
FARM01108,Central USA,Maize,31.3,6.03,21.15,110.21,43.76,6.78,Drip,Inorganic,39.24,2024-01-01,2024-04-29,123.19,5426.63,SEN01108,2024-02-16 03:00:00,28.3,87.94,0.35,,0,Low,Average,20,NPK,Evening,High,Average
FARM01109,East Africa,Maize,27.62,6.97,22.74,192.63,62.11,6.77,Sprinkler,Inorganic,24.96,2024-02-22,2024-06-18,120.41,5774.6,SEN01109,2024-02-16 04:00:00,23.18,71.37,0.8,Mild,1,Low,Poor,20,Organic Compost,Evening,High,Good
FARM01110,East Africa,Soybean,22.69,6.49,12.37,110.99,66.33,7.6,Manual,Inorganic,25.91,2024-03-07,2024-07-07,122.07,3768.01,SEN01110,2024-02-16 05:00:00,34.01,84.82,0.69,Moderate,1,Low,Poor,20,Organic Compost,Afternoon,High,Average
FARM01111,East Africa,Maize,18.68,7.11,28.26,209.94,54.14,7.45,,Inorganic,12.94,2024-01-20,2024-06-02,134.22,2177.11,SEN01111,2024-02-16 06:00:00,28.01,81.93,0.38,Moderate,1,Low,Poor,30,NPK,Evening,High,Average
FARM01112,South India,Soybean,32.99,6.76,25.81,271.77,58.33,8.61,Drip,Organic,51.12,2024-03-04,2024-07-19,129.79,5899.94,SEN01112,2024-02-16 07:00:00,32.81,83.57,0.7,Severe,1,Low,Average,20,Bio-Fertilizer,Evening,High,Good
FARM01113,South India,Rice,38.87,5.92,16.99,62.29,75.09,8.54,,Organic,38.26,2024-03-05,2024-06-23,106.15,5673.32,SEN01113,2024-02-16 08:00:00,14.26,89.72,0.77,Moderate,1,Low,Average,10,Lime+Organic,Afternoon,High,Good
FARM01114,North India,Wheat,24.54,7.07,15.76,235.82,68.13,3.63,Sprinkler,Organic,28.64,2024-01-20,2024-05-30,134.89,2723.51,SEN01114,2024-02-16 09:00:00,27.76,83.01,0.44,Severe,1,Low,Poor,20,Bio-Fertilizer,Afternoon,High,Average
FARM01115,East Africa,Maize,23.17,6.51,25.59,181.33,62.46,3.62,Manual,Mixed,12.28,2024-02-19,2024-06-07,109.83,4895.67,SEN01115,2024-02-16 10:00:00,31.65,82.42,0.69,Moderate,1,Low,Poor,20,Organic Compost,Evening,High,Good
FARM01116,Central USA,Cotton,27.55,7.5,24.27,139.9,51.6,4.06,Drip,Mixed,44.35,2024-01-12,2024-04-29,108.57,3749.55,SEN01116,2024-02-16 11:00:00,27.46,79.96,0.65,Moderate,1,Low,Poor,20,Organic Compost,Evening,High,Average
FARM01117,North India,Cotton,14.75,5.93,18.9,288.37,57.01,7.16,Drip,Inorganic,44.7,2024-01-02,2024-05-09,131.27,2709.9,SEN01117,2024-02-16 12:00:00,23.22,82.44,0.74,Mild,1,Low,Poor,30,Lime+Organic,Afternoon,High,Average
FARM01118,East Africa,Cotton,21.34,6.33,31.75,177.01,91.37,5.32,Manual,Organic,39.71,2024-03-14,2024-08-01,137.88,5776.87,SEN01118,2024-02-16 13:00:00,23.62,74.65,0.73,,1,Low,Poor,20,Organic Compost,Evening,High,Good
FARM01119,North India,Maize,20.55,6.55,21.08,118.65,86.55,4.81,,Mixed,22.61,2024-02-01,2024-06-11,138.83,6008.65,SEN01119,2024-02-16 14:00:00,30.77,83.38,0.87,Mild,1,Low,Poor,20,Organic Compost,Evening,High,Good
FARM01120,North India,Cotton,34.54,6.66,29.56,175.22,48.85,9.14,,Inorganic,20.66,2024-03-24,2024-08-02,123.82,3467.13,SEN01120,2024-02-16 15:00:00,15.25,71.6,0.6,Moderate,1,Low,Average,20,Organic Compost,Evening,High,Average
FARM01121,North India,Soybean,43.23,7.31,23.29,118.06,46.68,4.22,Manual,Mixed,42.32,2024-03-04,2024-07-27,149.0,4500.76,SEN01121,2024-02-16 16:00:00,25.26,72.9,0.75,,0,Low,Average,10,Organic Compost,Evening,High,Good
FARM01122,Central USA,Cotton,36.56,6.71,22.02,117.89,63.48,10.77,,Mixed,37.63,2024-01-22,2024-06-15,148.08,4119.5,SEN01122,2024-02-16 17:00:00,11.6,80.4,0.65,Severe,1,Low,Average,10,Bio-Fertilizer,Evening,High,Good
FARM01123,North India,Rice,42.03,7.3,29.76,186.89,52.38,7.54,,Organic,44.5,2024-03-06,2024-06-15,102.71,4478.32,SEN01123,2024-02-16 18:00:00,19.66,84.72,0.93,Severe,0,Low,Average,10,Bio-Fertilizer,Evening,High,Good
FARM01124,South India,Wheat,42.83,6.21,17.37,199.61,52.26,5.83,,Organic,25.28,2024-02-15,2024-06-20,113.97,2650.26,SEN01124,2024-02-16 19:00:00,15.74,83.65,0.95,,0,Low,Average,10,Organic Compost,Afternoon,High,Good
FARM01125,East Africa,Rice,27.34,5.34,32.74,288.24,40.99,8.06,,Mixed,31.89,2024-01-11,2024-06-08,151.16,2864.54,SEN01125,2024-02-16 20:00:00,16.17,85.72,0.68,Severe,1,Medium,Poor,20,Lime+Organic,Evening,High,Average
FARM01126,North India,Wheat,15.1,7.42,30.9,100.14,54.74,5.44,,Mixed,18.26,2024-01-25,2024-06-02,125.98,4430.81,SEN01126,2024-02-16 21:00:00,29.57,76.31,0.38,Moderate,1,Low,Poor,30,NPK,Evening,High,Average
FARM01127,South USA,Rice,23.41,7.12,23.66,168.24,77.39,8.4,,Inorganic,40.78,2024-02-28,2024-06-09,109.12,3756.07,SEN01127,2024-02-16 22:00:00,20.57,78.63,0.82,,1,Low,Poor,20,Organic Compost,Evening,High,Good
FARM01128,South USA,Rice,12.6,7.95,15.13,148.12,48.63,6.59,,Organic,13.63,2024-01-18,2024-04-28,96.34,2796.3,SEN01128,2024-02-16 23:00:00,22.42,72.44,0.84,Severe,1,Low,Poor,30,Bio-Fertilizer,Afternoon,High,Average
FARM01129,South India,Wheat,30.49,5.56,26.89,262.05,70.85,3.29,,Organic,17.76,2024-03-16,2024-07-13,122.44,3658.97,SEN01129,2024-02-17 00:00:00,25.2,70.19,0.77,Moderate,0,Low,Average,20,Lime+Organic,Evening,High,Good
FARM01130,South USA,Cotton,37.07,7.24,24.24,253.29,56.86,8.35,Drip,Mixed,9.89,2024-03-11,2024-07-12,120.22,2164.69,SEN01130,2024-02-17 01:00:00,28.7,84.04,0.63,Mild,0,Low,Average,10,Organic Compost,Evening,High,Average
FARM01131,South India,Rice,20.58,6.88,29.67,114.16,73.55,7.57,Sprinkler,Organic,14.98,2024-03-10,2024-07-21,124.7,3320.52,SEN01131,2024-02-17 02:00:00,34.44,82.91,0.89,Moderate,1,Low,Poor,20,Organic Compost,Evening,High,Average
FARM01132,South USA,Rice,38.22,6.76,21.33,130.4,91.58,7.28,Manual,Organic,48.12,2024-03-25,2024-07-17,113.34,2352.31,SEN01132,2024-02-17 03:00:00,26.15,75.59,0.37,Severe,0,Low,Average,10,Bio-Fertilizer,Evening,High,Average
FARM01133,Central USA,Maize,49.13,6.54,24.48,263.98,44.47,6.86,Drip,Inorganic,40.44,2024-01-06,2024-05-27,145.09,4928.59,SEN01133,2024-02-17 04:00:00,13.29,77.28,0.82,Severe,0,Low,Good,10,Bio-Fertilizer,Evening,High,Good
FARM01134,South India,Wheat,13.32,7.02,29.46,163.4,66.55,6.89,Sprinkler,Organic,13.72,2024-02-05,2024-06-04,118.88,3688.79,SEN01134,2024-02-17 05:00:00,13.89,73.25,0.75,Severe,1,Low,Poor,30,Bio-Fertilizer,Evening,High,Average
FARM01135,East Africa,Maize,33.72,7.09,18.59,47.68,53.48,5.15,,Organic,30.49,2024-03-15,2024-07-05,112.28,2710.78,SEN01135,2024-02-17 06:00:00,16.43,70.55,0.6,,0,Low,Average,20,Organic Compost,Afternoon,High,Average
FARM01136,Central USA,Cotton,22.37,6.04,12.82,193.83,89.53,6.16,Drip,Mixed,7.19,2024-01-08,2024-04-19,103.64,5365.15,SEN01136,2024-02-17 07:00:00,13.64,72.55,0.7,Mild,1,Low,Poor,20,Organic Compost,Afternoon,High,Good
FARM01137,Central USA,Soybean,19.34,7.16,30.43,270.1,75.19,7.55,Sprinkler,Inorganic,24.45,2024-02-09,2024-05-28,112.03,2225.04,SEN01137,2024-02-17 08:00:00,28.57,76.18,0.83,Mild,1,Low,Poor,30,Organic Compost,Evening,High,Average
FARM01138,South India,Soybean,42.27,7.37,31.73,254.24,68.46,7.34,Sprinkler,Mixed,4.81,2024-02-10,2024-05-26,101.4,5490.72,SEN01138,2024-02-17 09:00:00,19.48,70.76,0.77,Mild,0,Low,Average,10,Organic Compost,Evening,High,Good
FARM01139,East Africa,Maize,28.45,5.97,22.59,251.98,56.85,10.32,,Organic,11.35,2024-01-08,2024-04-18,109.08,2135.45,SEN01139,2024-02-17 10:00:00,14.21,79.16,0.38,Severe,1,Low,Poor,20,Lime+Organic,Evening,High,Average
FARM01140,East Africa,Maize,17.07,6.14,21.45,79.48,73.71,6.76,Sprinkler,Inorganic,14.38,2024-01-14,2024-05-02,105.75,5687.84,SEN01140,2024-02-17 11:00:00,20.98,72.56,0.67,Mild,1,Low,Poor,30,Organic Compost,Evening,High,Good
FARM01141,Central USA,Rice,22.2,7.39,22.71,266.78,58.34,6.77,,Inorganic,25.62,2024-03-08,2024-07-08,124.05,4387.85,SEN01141,2024-02-17 12:00:00,15.85,82.09,0.85,Moderate,0,Low,Poor,20,Organic Compost,Evening,High,Good
FARM01142,South USA,Rice,39.09,6.74,22.08,202.35,47.6,6.48,Sprinkler,Organic,28.49,2024-01-10,2024-04-10,97.97,3136.71,SEN01142,2024-02-17 13:00:00,11.75,73.33,0.64,,0,Low,Average,10,Organic Compost,Evening,High,Average
FARM01143,South India,Wheat,16.02,5.85,22.75,206.71,50.51,9.23,Drip,Inorganic,46.05,2024-03-13,2024-06-28,102.76,4690.34,SEN01143,2024-02-17 14:00:00,18.96,72.48,0.34,Severe,1,Low,Poor,30,Lime+Organic,Evening,High,Average
FARM01144,South India,Soybean,52.62,7.08,20.72,75.85,66.24,8.3,Drip,Organic,29.55,2024-03-25,2024-07-25,124.04,3442.81,SEN01144,2024-02-17 15:00:00,21.71,76.3,0.59,Severe,0,Low,Good,5,Bio-Fertilizer,Evening,High,Good
FARM01145,East Africa,Maize,18.98,5.85,16.06,184.5,35.89,8.08,Manual,Mixed,18.34,2024-01-11,2024-05-25,131.77,2690.06,SEN01145,2024-02-17 16:00:00,11.25,73.03,0.67,Mild,1,Low,Poor,30,Lime+Organic,Afternoon,High,Average
FARM01146,South USA,Wheat,28.97,6.45,26.15,78.3,38.19,9.18,Manual,Inorganic,31.12,2024-03-13,2024-08-04,138.47,5589.96,SEN01146,2024-02-17 17:00:00,14.19,74.64,0.4,Moderate,1,Low,Poor,20,NPK,Evening,High,Good
FARM01147,South India,Maize,9.41,7.07,16.04,241.63,40.6,8.63,Sprinkler,Inorganic,1.74,2024-03-26,2024-07-01,103.8,3150.57,SEN01147,2024-02-17 18:00:00,10.64,74.32,0.65,Mild,1,Low,Poor,30,Organic Compost,Afternoon,High,Average
FARM01148,South USA,Cotton,10.1,6.37,16.61,133.28,53.41,5.59,Manual,Mixed,42.73,2024-03-22,2024-07-19,119.15,2464.54,SEN01148,2024-02-17 19:00:00,27.82,77.91,0.49,Moderate,1,Low,Poor,30,NPK,Afternoon,High,Average
FARM01149,North India,Rice,48.32,7.31,25.22,220.37,47.08,8.76,Drip,Organic,43.79,2024-02-14,2024-05-27,101.95,4263.11,SEN01149,2024-02-17 20:00:00,13.0,89.82,0.4,,0,Low,Good,10,NPK,Evening,High,Average
FARM01150,South India,Soybean,40.49,7.74,24.43,244.17,79.03,4.13,Manual,Inorganic,39.91,2024-02-13,2024-07-04,140.13,4521.35,SEN01150,2024-02-17 21:00:00,21.63,80.08,0.76,Mild,0,Low,Average,10,Organic Compost,Evening,High,Good
FARM01151,Central USA,Rice,38.85,6.82,23.35,290.26,60.47,5.87,Sprinkler,Mixed,41.19,2024-01-10,2024-04-15,94.05,3902.43,SEN01151,2024-02-17 22:00:00,16.73,86.12,0.8,Mild,0,Low,Average,10,Organic Compost,Evening,High,Good
FARM01152,North India,Maize,36.23,7.02,32.64,74.68,55.78,10.93,Manual,Inorganic,35.51,2024-01-23,2024-05-16,105.54,3440.15,SEN01152,2024-02-17 23:00:00,16.48,70.86,0.78,Moderate,1,Medium,Average,10,Organic Compost,Evening,High,Good
FARM01153,South India,Maize,18.78,7.0,33.79,91.5,48.7,7.77,Manual,Organic,12.62,2024-03-26,2024-07-30,132.2,5460.72,SEN01153,2024-02-18 00:00:00,28.55,90.17,0.64,,1,Medium,Poor,30,Organic Compost,Evening,High,Good
FARM01154,East Africa,Maize,41.65,7.18,16.75,155.08,71.19,7.97,,Mixed,15.22,2024-03-27,2024-07-15,113.44,2234.6,SEN01154,2024-02-18 01:00:00,31.83,89.58,0.69,Severe,0,Low,Average,10,Bio-Fertilizer,Afternoon,High,Average
FARM01155,Central USA,Rice,31.31,6.94,30.83,66.58,83.67,6.32,,Inorganic,32.78,2024-02-23,2024-06-28,116.24,4178.92,SEN01155,2024-02-18 02:00:00,21.25,77.13,0.66,Mild,0,Low,Average,20,Organic Compost,Evening,High,Good
FARM01156,East Africa,Cotton,32.91,6.51,25.14,189.3,94.34,7.38,Manual,Organic,45.95,2024-03-14,2024-08-01,140.61,5853.94,SEN01156,2024-02-18 03:00:00,23.77,74.64,0.59,,1,Low,Average,20,Organic Compost,Evening,High,Good
FARM01157,South India,Maize,35.01,6.56,28.48,135.07,74.95,5.83,,Organic,41.59,2024-01-28,2024-06-07,133.71,4480.88,SEN01157,2024-02-18 04:00:00,20.54,87.9,0.51,Severe,0,Low,Average,10,Bio-Fertilizer,Evening,High,Average
FARM01158,Central USA,Wheat,22.01,6.59,27.46,59.25,52.48,5.36,Drip,Organic,15.53,2024-03-07,2024-06-26,111.91,2580.11,SEN01158,2024-02-18 05:00:00,16.41,84.92,0.78,Moderate,1,Low,Poor,20,Organic Compost,Evening,High,Average
FARM01159,Central USA,Cotton,18.28,5.34,22.98,93.5,87.13,5.58,Drip,Organic,36.03,2024-01-27,2024-06-01,129.25,4682.88,SEN01159,2024-02-18 06:00:00,33.9,85.6,0.36,,1,Low,Poor,30,Lime+Organic,Evening,High,Average
FARM01160,East Africa,Wheat,22.02,7.34,35.71,227.17,84.1,7.46,,Organic,7.66,2024-02-07,2024-05-19,106.73,3733.63,SEN01160,2024-02-18 07:00:00,28.38,84.52,0.4,Moderate,1,Medium,Poor,20,NPK,Early Morning,High,Average
FARM01161,East Africa,Rice,14.07,7.19,29.48,80.32,65.89,7.19,,Inorganic,16.27,2024-01-05,2024-05-29,144.6,5597.83,SEN01161,2024-02-18 08:00:00,32.99,77.72,0.74,Moderate,1,Low,Poor,30,Organic Compost,Evening,High,Good
FARM01162,North India,Soybean,28.46,6.07,32.76,251.66,81.44,4.56,Sprinkler,Inorganic,37.78,2024-02-08,2024-06-24,138.19,5878.67,SEN01162,2024-02-18 09:00:00,21.38,85.25,0.56,Mild,1,Medium,Poor,20,Organic Compost,Evening,High,Good
FARM01163,South USA,Cotton,23.06,6.57,35.57,186.05,48.78,4.22,Sprinkler,Inorganic,40.28,2024-02-07,2024-05-26,105.85,3813.7,SEN01163,2024-02-18 10:00:00,24.62,88.91,0.54,,1,Medium,Poor,20,Organic Compost,Early Morning,High,Average
FARM01164,South India,Maize,11.55,6.67,18.5,225.57,53.87,6.16,Sprinkler,Inorganic,6.4,2024-03-26,2024-07-01,108.56,3003.02,SEN01164,2024-02-18 11:00:00,10.81,74.24,0.6,Mild,1,Low,Poor,30,Organic Compost,Afternoon,High,Average
FARM01165,East Africa,Cotton,20.33,6.44,27.29,187.23,93.9,9.35,Manual,Inorganic,19.02,2024-03-14,2024-08-03,151.35,4860.36,SEN01165,2024-02-18 12:00:00,23.95,74.15,0.68,Moderate,1,Low,Poor,20,Organic Compost,Evening,High,Good
FARM01166,North India,Wheat,21.23,6.14,25.27,238.5,40.75,6.41,,Organic,16.98,2024-03-12,2024-07-13,119.51,3878.3,SEN01166,2024-02-18 13:00:00,30.64,75.16,0.79,Severe,1,Low,Poor,20,Bio-Fertilizer,Evening,High,Average
FARM01167,South India,Wheat,4.65,6.09,21.25,159.21,79.96,6.79,Drip,Organic,18.88,2024-02-26,2024-07-20,144.91,2312.09,SEN01167,2024-02-18 14:00:00,14.79,78.92,0.65,Moderate,1,Low,Poor,30,Organic Compost,Evening,High,Average
FARM01168,East Africa,Soybean,15.62,7.23,33.45,142.31,47.64,7.12,,Inorganic,24.26,2024-03-20,2024-07-18,115.9,5045.35,SEN01168,2024-02-18 15:00:00,28.12,72.27,0.84,Mild,1,Medium,Poor,30,Organic Compost,Evening,High,Good
FARM01169,North India,Wheat,27.67,7.76,21.52,57.81,89.46,5.81,,Inorganic,20.62,2024-02-16,2024-06-29,140.55,5909.06,SEN01169,2024-02-18 16:00:00,13.36,88.87,0.99,Severe,0,Low,Poor,20,Bio-Fertilizer,Evening,High,Good
FARM01170,Central USA,Cotton,44.32,6.74,26.93,223.29,76.95,9.98,,Organic,14.01,2024-01-10,2024-04-14,97.26,2423.2,SEN01170,2024-02-18 17:00:00,28.33,88.71,0.77,,0,Low,Average,10,Organic Compost,Evening,High,Average
FARM01171,North India,Wheat,37.31,7.53,20.58,250.65,62.27,10.13,,Inorganic,4.68,2024-03-19,2024-07-21,123.74,2815.76,SEN01171,2024-02-18 18:00:00,33.98,74.21,0.32,Mild,1,Low,Average,10,NPK,Evening,High,Average
FARM01172,Central USA,Wheat,4.51,6.1,24.05,211.16,60.73,6.3,Drip,Organic,7.36,2024-03-20,2024-07-12,118.19,5182.07,SEN01172,2024-02-18 19:00:00,32.1,71.68,0.32,,1,Low,Poor,30,NPK,Evening,High,Average
FARM01173,South India,Wheat,35.93,6.27,30.69,214.4,46.93,6.31,Manual,Mixed,8.33,2024-03-27,2024-08-10,132.63,5929.0,SEN01173,2024-02-18 20:00:00,21.78,80.07,0.9,Severe,1,Low,Average,10,Bio-Fertilizer,Evening,High,Good
FARM01174,Central USA,Soybean,16.68,7.21,30.96,110.27,61.78,4.9,Manual,Inorganic,41.86,2024-03-05,2024-07-12,126.87,5411.42,SEN01174,2024-02-18 21:00:00,17.76,89.85,0.72,Severe,1,Low,Poor,30,Bio-Fertilizer,Evening,High,Good
FARM01175,Central USA,Cotton,21.11,5.51,33.99,261.64,59.84,8.02,,Mixed,24.46,2024-02-05,2024-05-20,101.06,4953.26,SEN01175,2024-02-18 22:00:00,16.45,81.29,0.82,Severe,1,Medium,Poor,20,Lime+Organic,Evening,High,Good
FARM01176,South USA,Rice,33.89,6.47,23.45,189.05,47.48,7.35,Sprinkler,Organic,25.25,2024-01-10,2024-04-10,96.75,3385.84,SEN01176,2024-02-18 23:00:00,12.2,73.3,0.5,,0,Low,Average,20,Organic Compost,Evening,High,Average
FARM01177,South India,Soybean,18.79,5.71,25.48,138.37,49.11,5.93,Sprinkler,Inorganic,18.23,2024-02-28,2024-06-04,93.38,2527.81,SEN01177,2024-02-19 00:00:00,17.34,84.19,0.65,Mild,1,Low,Poor,30,Lime+Organic,Evening,High,Average
FARM01178,South USA,Maize,11.79,5.6,31.98,147.57,60.16,6.14,,Mixed,14.13,2024-03-22,2024-07-29,124.33,2589.42,SEN01178,2024-02-19 01:00:00,19.65,85.93,0.52,Moderate,1,Low,Poor,30,Lime+Organic,Evening,High,Average
FARM01179,Central USA,Maize,30.8,6.38,24.92,93.84,54.16,4.98,,Mixed,35.45,2024-02-13,2024-05-30,111.59,5396.94,SEN01179,2024-02-19 02:00:00,18.74,88.77,0.5,Mild,0,Low,Average,20,Organic Compost,Evening,High,Good
FARM01180,South USA,Maize,32.74,6.71,19.41,235.2,84.46,9.92,,Organic,12.99,2024-01-02,2024-05-08,115.18,4901.12,SEN01180,2024-02-19 03:00:00,28.88,70.94,0.68,Mild,0,Low,Average,20,Organic Compost,Afternoon,High,Good
FARM01181,South India,Soybean,40.54,6.26,12.88,87.45,91.12,3.47,,Inorganic,41.58,2024-01-22,2024-05-19,118.91,4827.35,SEN01181,2024-02-19 04:00:00,15.09,84.92,0.5,Moderate,0,Low,Average,10,Organic Compost,Afternoon,High,Good
